uid,pid,tstamp,lmuser_id,crdate,cruser_id,deleted,hidden,category_id,"name_de","name_en","desc_de","desc_en",is_mandatory,order_number
142,754,1355141253,103,1345708532,103,0,0,24,"Kann der Podcast direkt in der Webseite über einen integrierten Player abgespielt werden?","Can users listen to the podcast directly on the website with an integrated player?","","",1,4
143,754,1355141406,103,1345708532,103,0,0,24,"Sind die Inhalte des Podcasts klar verständlich?","Is the podcast easy to follow?","Die Sprache des Podcasts ist allgemein verständlich und Fachbegriffe werden erklärt. Die Lesegeschwindigkeit ist angemessen und die Aussprache klar und deutlich. Der Podcast beinhaltet keine  Störgeräusche wie Rauschen oder ungewollte Hintergrundgeräusche während der Aufnahme.","The language used in the podcast is easy to understand. Technical terms are explained. Actors in the podcast communicate clearly and without speaking too fast. There is no unwanted background noise.",1,5
144,754,1355141482,103,1345708532,103,0,0,24,"Sind die ID3-Tags der einzelnen Podcast-Dateien entsprechend befüllt?","Are adequate ID3 tags provided for each file of the podcast?","Jede MP3-Datei beinhaltet Metadaten über Titel, Interpret, Album und Genre. Dieses Angaben sollten befüllt sein, so dass gängige Player (iTunes, Winamp, Windows Mediaplayer etc.) diese Daten auswerten können.","Each mp3 file comes with metadata about the corresponding artist, genre, etc. These information should be provided in a format supported by the widely used players (e.g. iTunes, Windows Media Player, etc.).",0,6
145,754,1355141626,103,1345708532,103,0,0,25,"Ist es möglich im Kontext einer Recherche bei Problemen den jeweils zuständigen Ansprechpartner zu kontaktieren?","If any problems occur during a search, is it possible to contact a member of staff?","Hat ein Nutzer bspw. Probleme ein bestimmtes Werk zu finden, sollte stets direkt ein Kontaktformular/ eine Email-Adresse verfügbar sein, um unmittelbar eine Rückfrage an die Bibliothek senden zu können.","For instance, if users have trouble in finding a specific object, they should be able to send a request to the library either by using the e-mail-adress provided or an online form.",1,1
146,754,1355141771,103,1345708532,103,0,0,25,"Stehen dem Anwender jederzeit angemessene Extraktionsmechanismen (z.B. Email, Print, Speichern, etc.) zur weiteren Verwertung seiner Recherchen und Treffer zur Verfügung?","Does the system provide sufficient extraction mechanisms (e.g. print, e-mail, etc.) to assist users in exploring their search results further?","","",1,2
147,754,1355141953,103,1345708532,103,0,0,26,"Ermöglichen die angebotenen Rechercheoptionen die Unterstützung unterschiedlicher Suchstrategien?","Do the available seach options support different search strategies?","Es sollte z.B. eine gezielte Recherche nach bereits bekannten Objekten möglich sein, aber auch ein Browsing in bestimmten Themenkategorien oder Medientypen.","For instance, for already known items a targeted search should be possible as well as to browse by specific themes or media types.",1,1
148,754,1355141987,103,1345708532,103,0,0,26,"Ist während einer Recherche jederzeit ein Wechsel zwischen den unterschiedlichen Suchstrategien möglich?","In the context of a search, is it possible to switch between the different search strategies at any time?","Die Suche muss so strukturiert sein, dass jederzeit ein Wechsel von einer gezielten Suche hin zum Browsing und umgekehrt möglich ist.","The retrieval features must be structured so that it is possible to switch from a targeted search to browsing and vice versa at any time.",1,2
149,754,1355142107,103,1345708532,103,0,0,26,"Gibt es für fortgeschrittene Anwender eine Möglichkeit, über die Eingabe zusätzlicher Suchparameter gezielt in bestimmten Feldern zu suchen?","Can advanced users limit the search to specific fields by entering additional search parameters?","Es sollte z.B. möglich sein auch in einem einfachen Suchfeld, mittels der Eingabe von Parametern wie bspw. \"au:\" (Autor) gezielt nur in bestimmten Metadatenfeldern zu suchen.","For instance when using a single input field it should also be possible to limit the search to specific metadata fields, e.g. by entering a parameter such as \"au:\" (author).",0,3
150,754,1355142146,103,1345708532,103,0,0,27,"Kann die Suche sowohl durch das Drücken eines dedizierten Buttons als auch per \"Enter\" gestartet werden?","Can the search be started by clicking on a button and by pressing \"enter\"?","beides muss möglich sein","both must be possible",1,1
151,754,1355142212,103,1345708532,103,0,0,27,"Beherrscht die Suche eine unterschiedliche Anzahl an Suchbegriffen?","Does the search engine permit queries with a different number of search terms?","","",1,2
152,754,1355142272,103,1345708532,103,0,0,27,"Ist das Eingabefeld breit genug, um mehrere Suchbegriffe gleichzeitig anzeigen zu können?","If several search terms are inserted, is the search field  wide enough to display them simultaneously?","Die Eingabe von mind. 3 Suchbegriffen sollte möglich sein, ohne dass der Anwender im Suchfeld scrollen muss.","A combination of at least three search terms including operators should be visible without scrolling.",1,3
153,754,1355142497,103,1345708532,103,0,0,27,"Ist es für den Nutzer ersichtlich, wie mehrere Suchbegriffe miteinander verknüpft werden (welche Operator wird per default verwendet)?","Is it transparent to the user how multiple search terms are connected (which operator is used by default)?","Es muss nachvollziehbar sein, ob bei einer Anfrage, die aus mehreren Suchbegriffen besteht, ohne Eingabe von Operatoren die Suchbegriffe per AND oder OR miteinander verknüpft werden.","If the user does not enter operators when formulating a query containing several terms, it must be comprehensible if terms are connected by OR or AND?",1,4
154,754,1355142555,103,1345708532,103,0,0,27,"Ist es möglich, direkt zur erweiterten Suche zu wechseln, ohne dass die getätigte Eingabe in das Suchformular hierbei verlorengeht?","Is it possible to switch to the advanced search, without loosing the terms already entered?","","",1,5
155,754,1355142737,103,1345708532,103,0,0,28,"Sind alle Formularfelder korrekt und sichtbar beschriftet?","Have all fields of the form been labelled correctly and visibly?","Alle Formularfelder müssen mit klar definierten, verständlichen Begriffen beschriftet sein. Sofern die Begriffe dem Anwender nicht vertraut sein könnten, sollten kurze Definitionen oder Erklärungen beispielsweise per Tooltip angeboten werden.","All fields should be labeled with clearly defined, meaningful language. Where it is conceivable that users are unfamiliar with a term, a brief definition or explanation should be provided, e.g. in a hoverbox/mouseover/tooltip.",1,1
156,754,1355142802,103,1345708532,103,0,0,28,"Sind alle Formularfelder breit genug, um die jeweilige Information vollständig anzuzeigen?","Are all fields wide enough for displaying the entered information?","","",1,2
157,754,1355142903,103,1345708532,103,0,0,28,"Ist die Sortierung innerhalb von Drop-Down-Menüs intuitiv verständlich (alphabetisch, nach Relevanz)?","Is the sorting of dropdown-menues intuitive (alphabetical, by relevance)?","","",0,3
158,754,1355143082,103,1345708532,103,0,0,28,"Erlauben die Formularfelder, bei denen dies entsprechend dem Suchkontext sinnvoll ist, eine Mehrfachauswahl?","Do the fields support multiple selection from the dropdown-menue, where reasonable in the context of the search?","Eine Mehrfachauswahl könnte beispielsweise sinnvoll sein, wenn es um die Auswahl von Medientypen oder im Fall von Metakatalogen um die Auswahl von mehreren Bibliotheken geht.","E.g. multiple selection from the dropdown-menue makes sense in a metacatalogue, when more than one library might provide relevant material.",1,4
159,754,1345708532,103,1345708532,103,0,0,28,"Beinhaltet die erweiterte Suche ein spezifisches Feld zur Freitextsuche?","Does the advanced search contain a field for freetext search?","","",1,5
160,754,1355143196,103,1345708532,103,0,0,28,"Ist es möglich, die Suche mindestens auf Autor, Titel, Schlagwort, Signatur oder Jahr einzuschränken?","Is it possible to limit the search at least to author, title, keyword, signature or year?","","",1,6
161,754,1355143256,103,1345708532,103,0,0,28,"Ist es möglich, die Suche entsprechend der Zugriffsrechte oder nach Bibliotheken einzuschränken?","Is it possible to limit the search by access rights/restrictions or specific libraries, e.g. in case of metacatalogues?","","",1,7
162,754,1355143295,103,1345708532,103,0,0,28,"Ist es möglich, die Suche auf bestimmte Medientypen und Sprachen einzuschränken?","Is it possible to limit the search to specific media types or languages?","","",0,8
163,754,1355143333,103,1345708532,103,0,0,29,"Werden die Booleschen Operatoren AND, OR und NOT unterstützt?","Does the search allow the use of the Boolean Operators AND, OR and NOT?","","",1,1
164,754,1355143498,103,1345708532,103,0,0,29,"Ist es möglich, mehrere Operatoren gleichzeitig zu verwenden und ist klar, in welcher Reihenfolge diese verarbeitet werden, sofern der Anwender keine Klammern setzt?","Is it possible to combine several (different) operators and is it clear, in which order they are processed, in case the user does not use parentheses? ","Die Operatoren können beispielsweise von links nach rechts in ihrer Reihenfolge oder zuerst AND und dann OR usw. verarbeitet werden. Diese Reihenfolge muss nachvollziehbar sein. ","Operators could be processed e.g. from left to right or e.g. first AND then OR, etc. The order in which operators are being processed should be transparent to the user.",1,2
165,754,1355143592,103,1345708532,103,0,0,29,"Werden die Operatoren in unterschiedlichen Schreibweisen unterstützt?","Are different spellings for the operators permitted?","Grossbuchstaben (AND), Kleinbuchstaben (and), unterschiedliche Sprachen wie OR und ODER, + und Minus werden unterstützt. Hierbei wird keiner der Operatoren als Suchbegriff interpretiert.","Upper case, lower case, different languages such as OR and ODER, + and - are supported. In this operators are not interpreted as search terms.",1,3
166,754,1355143825,103,1345708532,103,0,0,29,"Können Wildcards, Trunkierungen und Klammern eingesetzt werden?","Is it possible to use wildcards, nestings and truncations?","Trunkierungen, Klammern und Wildcards sind hilfreiche Werkzeuge für versierte Anwender. Aus diesem Grund sollten sie diese Optionen den Anwendern zur Verfügung stellen, wobei ausserdem auf eine Konfiguration entsprechend den gängigen Konventionen zu achten ist: * ersetzt beliebig viele zeichen, ? Ersetzt genau ein Zeichen, durch \"\" werden Begriffe als zusammengehörige Phrase interpretiert und Klammern werden ebenso korrekt interpretiert.","Wildcards, brackts and truncation are useful tools for experienced users. They should be available. Standard conventions are as follows: * replaces any number of characters, ? replaces one character; \"\" denotes a phrase; brackets are correctly interpreted.",0,4
167,754,1355143897,103,1345708532,103,0,0,29,"Ist es möglich Sonderzeichen und Umlaute in einer Anfrage zu formulieren und werden diese korrekt interpretiert?","Are special characters and umlaute permitted and correctly interpreted?","Die Suchmaschine muss in der Lage sein, ü und ue, ss und ß, ' und \" usw. korrekt aufzulösen.","The search engine must be able to handle ü and ue, ss and ß, ' and \", etc.",1,5
168,754,1355143954,103,1345708532,103,0,0,30,"Wird eine Suchhistorie angeboten, mittels der der Anwender frühere Suchanfragen wiederholt durchführen kann?","Is there a search history provided, allowing users to repeat former queries?","","",0,1
169,754,1345708532,103,1345708532,103,0,0,30,"Werden alle Eingaben, Einstellungen und Operatoren in der Suchhistorie korrekt abgelegt?","Are all inputs, settings and operators saved properly in the search history?","","",0,2
170,754,1355144023,103,1345708532,103,0,0,30,"Ist es möglich, frühere Anfragen aus der Suchhistorie zu editieren und dann neu abzuschicken?","Is it possible to edit/modify queries from the search history and to resend them?","","",1,3
171,754,1355144163,103,1345708532,103,0,0,30,"Erlauben die Anfragen aus der Suchhistorie den korrekten Wechsel zwischen der einfachen und erweiterten Suche?","Is it possible to switch between simple and advanced search when users return to queries from the search history?","","",0,4
172,754,1355144313,103,1345708532,103,0,0,30,"Wird eine Rechtschreibkorrektur angeboten und funktioniert diese korrekt?","Is there a spell checker function and does it work correctly?","Bspw. sollte bei der Eingabe von \"Viusalisierung\" der Suchbegriff \"Visualisierung\" empfohlen werden.
","E.g. for \"visualiation\" the term \"visualization\" should be recommended.",1,5
173,754,1355144383,103,1345708532,103,0,0,30,"Werden die Vorschläge zur Rechschreibkorrektur in der Nähe des Sucheingabefelds platziert, das den Tipp- oder Rechtschreibfehler beinhaltet?","Are spelling recommendations presented near the input field where the mistake/typo occured?","","",1,6
174,754,1355144868,103,1345708532,103,0,0,30,"Werden ähnliche bzw. weiterführende Suchanfragen vorgeschlagen und scheinen diese sinnvoll?","Are recommendations of related queries provided and do they seem helpful?","Der Anwender erwartet in diesem Fall verwandte Begriffe, Synonyme und Hyper- oder Hyponyme, in keinem Fall aber artfremde Begriffe. Vor allem Fachbegriffe sollten erkannt und korrekt behandelt werden. Z.B. sollten bei einer Suche nach \"Usability\" nicht \"stability\" und \"durability\" vorgeschlagen werden, sondern vielmehr z.B. \"Mensch-Maschine-Interaktion\" und \"Benutzerfreundlichkeit\", oder auch \"Accessibility\" und \"Usefulness\".","Here users expect related terms, synonyms, hypernyms or hyponyms, yet no unrelated terms. In particular technical terms should be recognized and processed correctly. E.g. a search for \"usability\" should not result in the recommendations \"stability\" and \"durability\", but rather in terms such as \"human-computer-interaction\" and \"user-friendliness, or e.g. \"accessibility\" and \"usefulness\".",0,7
175,754,1355144991,103,1345708532,103,0,0,30,"Werden die Vorschläge für ähnliche Suchanfragen in der Nähe des Sucheingabefeldes präsentiert?","Are the recommendations for similar queries presented near the input field?","","",0,8
176,754,1355145042,103,1345708532,103,0,0,30,"Wird eine Autocomplete-Funktion in den Eingabefeldern zur Verfügung gestellt und scheinen die Vorschläge sinnvoll?","Is there an auto-complete function and do the recommendations seem helpful?","","",0,9
177,754,1355145234,103,1345708532,103,0,0,31,"Gibt es einen Index/Thesaurus oder eine Klassifikation, in der der Anwender durch den Datenbestand browsen kann?","Is there an index/thesaurus or a classification for browsing the catalogue?","","",1,1
178,754,1355145343,103,1345708532,103,0,0,31,"Sofern ein Index vorhanden ist, sind die Benennungen auf jeder hierarchischen Ebene inhaltlich gut voneinander abgegrenzt und unterscheidbar?","If there is an index, are terms well demarcated  from one another on each hiararchical level?","","",1,2
179,754,1355145506,103,1345708532,103,0,0,31,"Ist das Browsen durch den Katalog mindestens nach Thema, Autor und Titel möglich?","Is it possible to browse the catalogue at least by topic, author and title?","","",0,3
180,754,1355145532,103,1345708532,103,0,0,31,"Ist es möglich, innerhalb des Index/ Thesaurus oder der Klassifikation zu suchen?","Is it also possible to search within the index/thesaurus/classification?","","",0,4
181,754,1355145758,103,1345708532,103,0,0,31,"Sofern eine Suche innerhalb des Index angeboten wird, ist es visuell ersichtlich und klar angegeben, dass diese Suche sich von der Suche im Katalog unterscheidet?","If index search is available, is it optically/visually clear that this search is different form a search in the catalogue?","Die Suche innerhalb eines Index unterscheidet sich von einer herkömmlichen Katalogsuche in vielen Punkten (z.B. bezüglich des AND-Operators). Diese Unterschiede müssen für den Anwender klar ersichtlich sein.","Index search and catalogue search differ in some respects (e.g. the AND-operator).",0,5
182,754,1355145825,103,1345708532,103,0,0,31,"Sofern eine Suche im Index angeboten wird, gibt es dazu eine Anleitung, wie diese Suche funktioniert?","If index search is available, is there information on how searching in the index works?","","",0,6
183,754,1355145921,103,1345708532,103,0,0,32,"Ist die  Hilfefunktion deutlich erkennbar und kann auf sie während des gesamten Suchprozesses direkt zugegriffen werden?","Is the help function clearly visible? Is it accessible during the whole search process?","Die Hilfefunktion kann beispielsweise nahe des Sucheingabefeldes als deutlich erkennbarer Link oder Button platziert werden.","E.g. the help function could be located next to the input field, either in the form of a button or a clearly visible link.",1,1
184,754,1355146016,103,1345708532,103,0,0,32,"Werden in der Suchhilfe alle unterstützten Eingabemöglichkeiten und Suchfeatures erklärt?","Does the search help explain all supported input options and search features?","","",1,2
185,754,1355146057,103,1345708532,103,0,0,32,"Sind die Erklärungen der Suchhilfe in einfachen Sätzen formuliert und anhand von Beispielen illustriert?","Are the help topics formulated in simple sentences? Are they illustrated by examples?","","",1,3
186,754,1345708532,103,1345708532,103,0,0,32,"Beinhaltet die Suchhilfe eine Kontaktangabe für weiterführende Fragen?","Does the help function contain contact information for further questions?","","",0,4
187,754,1355146179,103,1345708532,103,0,0,33,"Unterstützt die Dialoggestaltung (z.B. die verwendeten Navigationselemente) einen einfachen Wechsel zwischen Suche, Trefferlisten und Detailanzeigen?","Does the dialogue design support an easy switch between searching, result lists and detail views?","Beispielsweise sollte ein Anwender aus der Detailanzeige eines Treffers unmittelbar zu seiner Suchanfrage zurückkehren und diese bearbeiten können.","For example, users should be able to return directly from the detail view to the search query, and to process/edit it further.",1,1
188,754,1355146354,103,1345708532,103,0,0,33,"Werden für die unterschiedlichen, vorhanden Objekte jeweils angepasste Interaktionsmöglichkeiten zur weiteren Verwendung angeboten?","Are there adequate interaction mechanisms for the various objects, allowing for their further use?","Z.B. Ausleihe von Büchern, Audio-Player/Download von Audiodateien, Viewer für PDF- oder Bilddateien, etc.","E.g. for borrowing books, for playing/downloading audio files, for viewing PDF or image files, etc.",1,2
189,754,1355146445,103,1345708532,103,0,0,34,"Ist die Suchanfrage, die zur Ergebnisliste geführt hat, weiterhin vollständig sichtbar und kann sie direkt editiert werden?","Does the query, after leading to a result list, remain visible and editable?","Beide Kriterien sollten erfüllt sein","Both criteria should be met.",1,1
190,754,1355146473,103,1345708532,103,0,0,34,"Ist die Anzahl der Treffer gut sichtbar und in der Nähe der Ergebnisliste platziert?","Is the number of results visible and is it presented next to the result list?","","",1,2
191,754,1355146636,103,1345708532,103,0,0,34,"Werden alle relevanten Informationen angezeigt oder besteht ein direkter Zugriff (z.B. per Mouseover-Effekt) auf diese Informationen?","Is all relevant information displayed or directly accessible (e.g. by mouseover)?","Autor, Titel, Medientyp, Signatur und Ausleihstatus sollten direkt angezeigt werden. Im Fall von Metakatalogen sollten die Zugriffsrechte sowie die entsprechende Bibliothek ebenso angezeigt werden.","Author, title, media type, signature, status should be displayed. For metacatalogues and digital libraries access rights and the library should be displayed also.",1,3
192,754,1355146703,103,1345708532,103,0,0,34,"Ist klar ersichtlich, ob es detailliertere Informationen zu den einzelnen Treffern gibt und wie auf diese Detailinformationen zugegriffen werden kann?","Is it apparent whether there is further information on the result objects and how to access it?","","",1,4
193,754,1355146769,103,1345708532,103,0,0,34,"Ist die anfängliche Sortierung der Treffer (Ranking) für den Anwender transparent?","Is the initial ranking of results transparent to the user?","","",0,5
194,754,1355146855,103,1345708532,103,0,0,34,"Ist es transparent, in wie weit und weshalb die einzelnen Treffer der Suchanfrage entsprechen?","Is in transparent in how far and why the results match the query?","Der Bezug eines Treffers zur Suchanfrage ist dann unklar, wenn die Suchbegriffe nicht in der angezeigten Information vorkommen. Eine farbliche Hervorhebung wäre eine mögliche Lösung.","The selection of a result object is not transparent if the search term is not included in the displayed information. Highlighting is an adequate solution.",1,6
195,754,1355147155,103,1345708532,103,0,0,35,"Werden alle relevanten Informationen der Trefferliste ebenso angezeigt, wie zusätzliche Informationen, die hilfreich sind?","Is all relevant information regarding the result list displayed? The same for all additional information that might be helpful.","Autor, Titel,  Medientyp, (Zugriffsrechte), (Bibliothek), Signatur, (Ausleihstatus), Verlag, Ort, Zitation, Ausgabe/Auflage, Jahr und Schlagwörter sollten angezeigt werden.","Author, title, media type, (access rights), (library), signature, (loan status), publisher, place of publication, citation, edition/issue, year of publication, (keywords) should be displayed.",1,1
196,754,1355147195,103,1345708532,103,0,0,35,"Wird zusätzlich eine Kurzzusammenfassung/ein Abstract oder ein Inhaltsverzeichnis angeboten?","Is an abstract of the item, or a table of content, available as well?","","",0,2
197,754,1355147263,103,1345708532,103,0,0,35,"Ist der direkte Zugriff auf das Trefferobjekt gewährleistet (bei phyischen Objekten die Ausleihe, bei elektronischen Dokumenten der Dateizugriff)?","Is the item directly accessible ( loan status of physical objects; full text for electronic resources)?","","",1,3
198,754,1355147313,103,1345708532,103,0,0,35,"Ist es möglich, direkt zwischen den Detailansichten der einzelnen Treffer zu navigieren?","Can users navigate directly between detail views of items and the result list?","","",1,4
199,754,1355147396,103,1345708532,103,0,0,35,"Ist es möglich, die Zitation des jeweiligen Treffers in unterschiedlichen Formaten zu extrahieren?","Can citations of items be extracted in a range of formats?","Bibtex, Harvard, Oxford, etc. ","Bibtex, Harvard, Oxford, etc.",0,5
200,754,1355147450,103,1345708532,103,0,0,35,"Werden Extraktionsmechnismen wie Email, Bookmark und Drucken angeboten?","Are extraction mechanisms such as email, bookmark and printin available?","","",1,6
201,754,1355147521,103,1345708532,103,0,0,35,"Gibt es zusätzliche Schnittstellen zur herkömmlicher Literaturverwaltungssoftware wie Endnote, Bibsonomy, delicio.us usw.?","Are there additional interfaces to standard reference management software suchas endnote, bibsonomy, delicio.us etc.?","","",0,7
202,754,1355147627,103,1345708532,103,0,0,35,"Werden zusätzliche Informationen angeboten (sogenanntes Content Enrichment von anderen Webseiten wie Amazon.com) und bieten diese Inhalte einen informativen Mehrwert?","Is additional information available (content enrichment from other webpages, e.g. amazon.com) and does this content provide an additional value?","Beispielsweise könnten Bewertungen und Rezensionen von Amazon.com in die Detailbeschreibung des Treffers übernommen werden.","For instance ratings and reviews from amazon.com could be integrated into the detail view of results.",0,8
203,754,1353318910,103,1345708532,103,0,0,36,"Ist es möglich, die Anzahl der Treffer pro Seite anzupassen, sofern die Trefferliste über mehrere Seiten paginiert ist?","Is it possible to adjust the number of results per page if the result list exceeds one page?","","",0,1
204,754,1353318963,103,1345708532,103,0,0,36,"Ist es möglich, die Trefferliste nach unterschiedlichen Kriterien zu sortieren?","Is it possible to sort the results by different criteria?","Autor A-Z, Datum aufsteigend und absteigend und Relevanz, etc.","Author A-Z, date ascendent, date descendent, relevance, etc.",1,2
205,754,1353319004,103,1345708532,103,0,0,36,"Stehen dem Anwender Filterfunktionen zur weiteren Manipulation der Trefferliste (z.B. 'faceted search') zur Verfügung?","Does the result list offer filter functionalities such as facets (faceted search)?","","",0,3
206,754,1353319027,103,1345708532,103,0,0,36,"Ist es möglich, Sortierungen und Filter wieder zu entfernen, um zum ursprünglichen Zustand der Trefferliste zurückzukehren?","Is it possible to remove sorting/ filtering and return to the former state?","","",1,4
207,754,1354639256,103,1345708532,103,0,0,36,"Ist es möglich, direkt zu einem bestimmten Treffer zu springen, bzw. im Fall von paginierten Trefferlisten direkt auf eine bestimmte Seite der Trefferliste zu navigieren?","Is it possible to navigate to a specific result, or if the result list is paginated to a specific page of the result list?","","",0,5
208,754,1345708532,103,1345708532,103,0,0,37,"Werden alle notwendigen Informationen angeboten, wo ein Objekt in der Bibliothek zu finden ist?","Is all necessary information provided, where the object is located in the library?","Bibliothek, (Standort), Raum/ Fachbereich, Regal und Signatur sind in herkömmlichen Bibliotheken notwendig, um ein Objekt zu lokalisieren.","library, location, room/ area, shelf, signature",1,1
209,754,1353319215,103,1345708532,103,0,0,37,"Ist es möglich, den Abholort auszuwählen?","Is it possible to chose the pickup location?","","",1,2
210,754,1345708532,103,1345708532,103,0,0,37,"Wird die Lieferzeit angezeigt?","Is the delivery period shown?","Die Frist, innerhalb der das Objekt ausgeliehen werden muss oder darauf zugriffen werden muss, ohne dass die Reservation verfällt, wird angezeigt.","the period until your reservation will be canceled, if you do not loan or access the object.",1,3
211,754,1353319494,103,1345708532,103,0,0,37,"Wird angezeigt, wie lange das Objekt ausgeliehen werden kann?","Is information provided how long an object can be loaned?","z.B.  28 Tage oder 3 Monate, sofern keine andere Person das Buch ausleihen möchte.","the loan period (plus possible extension), e.g. 1 month or 3 months, so long as no other users requests the item.",1,4
212,754,1353319567,103,1345708532,103,0,0,37,"Wird das Datum zu welcher das Objekt zurückgegeben werden muss, angezeigt?","Is the deadline for returning the loaned object displayed?","Das konkrete Datum, zu dem das Objekt zurückgegeben werden muss wird angezeigt.","The specific date by which the object has to be returned is displayed.",1,5
213,754,1345708532,103,1345708532,103,0,0,37,"Gibt es eine Warteliste für ausgeliehene Objekte und wird das voraussichtliche Rückgabedatum angezeigt?","Is there a waiting list for loaned items and is the estimated return date displayed?","","",1,6
214,754,1353319643,103,1345708532,103,0,0,37,"Ist es möglich, bei der Ausleihe oder Reservation einen Kommentar beizufügen?","Is it possible to add a comment when loaning or requesting an item?","Es kann notwendig sein, einen Kommentar bezüglich Ausleihgebühren oder des Lieferdatums mitanzugeben.","It might be necessary to add information about fees or delivery period.",0,7
215,754,1353319893,103,1345708532,103,0,0,38,"Ist die Präsentation des digitalen Objekts angemessen in die Webseite integriert?","Is the presentation of the digital object properly embedded in the (design of the) website?","Die Inhalte sind homogen und  ohne Überlappungen in die Webseite integriert. Der Anwender kann jederzeit zur Trefferliste und den restlichen Funktionen der Bibliothekswebseite zurückkehren.","Content is homogeneously integrated into the website and without overlapping. The user can return to the result list and to other functionalities of the library website at any time. ",1,1
216,754,1345708532,103,1345708532,103,0,0,38,"Ist der direkte Link auf das digitale Objekt direkt verfügbar?","Is the Link-Resolver directly accessible?","","",1,2
217,754,1353319960,103,1345708532,103,0,0,38,"Steht eine Zooming-Funktion zur Verfügung und ist diese einfach zu handhaben?","Is a zoom function available and is the zooming component easy to handle?","","",1,3
218,754,1353320011,103,1345708532,103,0,0,38,"Sofern eine Zoomingfunktion zur Verfügung steht, ist das Objekt in jedem Zoomlevel in ausreichender Schärfe dargestellt?","If a zoom function is available, is the resolution of the document sufficient at each zoom level?","","",1,4
219,754,1353320073,103,1345708532,103,0,0,38,"Ist es möglich, die Seiten des digitalen Objekts bei Bedarf zu drehen?","Is it possible to turn the pages of the digital object if required?","","",1,5
220,754,1353320114,103,1345708532,103,0,0,38,"Ist es auf einfachem Weg möglich, zwischen den einzelnen Seiten des Trefferobjekts zu navigieren?","Is it easily possible to navigate between the pages of an object?","","",1,6
221,754,1353320232,103,1345708532,103,0,0,38,"Werden herkömmliche Extraktionsmechanismen wie Bookmarken, Speichern/ Download, Drucken und Email angeboten?","Are common extraction mechanisms such as bookmarking, save/download, printing and email available?","","",1,7
222,754,1353320262,103,1345708532,103,0,0,38,"Werden Schnittstellen zu Literaturverwaltungssystemen wie Endnote, Bibsonomy usw. angeboten oder im Fall von Bildern zu Flickr, Cooliris usw.?","Are interfaces to reference management software such as bibsonomy, etc. or in case of images to flickr, cooliris etc. available?","","",0,8
223,754,1345708532,103,1345708532,103,0,0,39,"Werden Änderungen an den Nutzereinstellungen korrekt gespeichert und bei jedem Neustart des Systems entsprechend berücksichtigt?","Are any changes to the user settings stored correctly and are those settings taken into account appropriately each time the system is used?","","",1,2
224,754,1353320355,103,1345708532,103,0,0,39,"Hat der Anwender einen Überblick, welche Möglichkeiten er insgesamt zur Personalisierung nutzen kann?","Does the user get an overview if all personalization options?","Dem Anwender ist klar, was er wie anpassen kann oder bereits angepasst hat.","It is obvious for the users what parameters they can adapt or which parameters they have already adjusted.",1,1
225,754,1353320418,103,1345708532,103,0,0,40,"Bietet das System einen ausreichenden Schutz persönlicher Daten (z.B. verschlüsselte Datenübertragung, etc.)?","Does the system offer sufficient protection of personal data (e.g. encrypted data transmission, etc.)?","","",1,1
226,754,1345708532,103,1345708532,103,0,0,40,"Stehen dem Anwender Informationen bzgl. der Speicherung seiner persönlichen Daten und dem Umgang mit diesen zur Verfügung?","Does the library provide the users with information regarding the storage and the usage of their personal data?","","",1,2
227,754,1353320488,103,1345708532,103,0,0,40,"Hat der Anwender jederzeit die Möglichkeit, die in seinem Profil hinterlegten Einstellungen und persönliche Angaben zu editieren bzw. seinen Account nachhaltig und vollständig zu löschen?","Is it possible for the users to adjust their profile settings and to edit their personal data or to delete their accounts completely  at any time?","","",1,3
228,754,1353320532,103,1345708532,103,0,0,41,"Ist für den Anwender ersichtlich, wie er ein Nutzerkonto erstellen kann?","Is it obvious to the users how they can create a user account?","","",1,1
229,754,1353320596,103,1345708532,103,0,0,41,"Sind die Anmeldebedingungen klar ersichtlich und verständlich formuliert und wird auf allfällige Gebühren hingewiesen?","Are the terms of usage stated in a clear and easily understandable language and is there information about potential fees?","","",1,2
230,754,1353320661,103,1345708532,103,0,0,41,"Ist für den Anwender ersichtlich, wie er sich in sein Nutzerkonto einloggen kann und steht diese Möglichkeit dem Anwender jederzeit zur Verfügung?","Is it apparent to the user how he can log into his account and is this option available at all times?","Der Link zur Anmeldung/ zum Einloggen ist für den Anwender von jeder Bibliotheksseite aus erreichbar.","The link to the login/registration is available on every page of the website.",1,3
231,754,1353320704,103,1345708532,103,0,0,41,"Stehen dem Anwender beim Login unterschiedliche Optionen zur Verfügung (z.B. Single-Sign-On, Passwortspeicherung)?","Can the user choose between different login options (e.g single-sign-on, password saving, etc.)?","","",0,4
232,754,1345708532,103,1345708532,103,0,0,41,"Kann der Anwender personenbezogene Einstellungen des Nutzerkontos selbst anpassen und sein Passwort ändern?","Can the user change his password and modify personal data by himself?","Mindestens die Email-Adresse und das Passwort sollten vom Anwender selbst geändert werden können. ","At least the email address and the password should be changeable by the user himself.",1,5
233,754,1353320806,103,1345708532,103,0,0,41,"Steht eine Funktion zum erneuten Zusenden des Passworts zur Verfügung und wird zusätzlich eine Kontaktadresse im Fall von Problemen angeboten?","Is there a function available so that the user can request a new password and is a contact adress provided in case any problems occur?","","",1,6
